srcip,dstip,sport,dport,proto,data,label,classes
192.168.2.200,192.168.2.1,7362,5351,6,"b""\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(UY@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc2\x14\xe7\xb5'\xb1\xb8;,\xe3\xb9P\x10\x04\x02\x864\x00\x00""",0,Normal
192.168.2.1,192.168.2.200,5351,7363,6,"b"",\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00('\xdc@\x00@\x06\x8c\xda\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc3\xc7\xf19\xd8\xe6\xe1\xb2AP\x10\x00|\\\xa7\x00\x00\x00\x00\x00\x00\x00\x00""",0,Normal
192.168.2.1,192.168.2.200,5351,7362,6,"b"",\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(\xc77@\x00@\x06\xed~\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc2;,\xe3\xb9\xb5'\xb1\xb8P\x10\x00{q\xd0\x00\x00\x00\x00\x00\x00\x00\x00""",0,Normal
192.168.2.1,192.168.2.200,5351,7364,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x004\x00\x00@\x00@\x06\xb4\xaa\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc4\x87\xd3\xb6\xbe\xe9G\x07/\x80\x129\x08O+\x00\x00\x02\x04\x05\xb4\x01\x01\x04\x02\x01\x03\x03\x07'",0,Normal
192.168.2.200,192.168.2.1,7364,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(UZ@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc4\x14\xe7\xe9G\x07/\x87\xd3\xb6\xbfP\x10 \x03\x864\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7364,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x02jU[@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc4\x14\xe7\xe9G\x07/\x87\xd3\xb6\xbfP\x18 \x03\x88v\x00\x00POST /ctl/IPConn HTTP/1.1\r\nHost: 192.168.2.1:5351\r\nUser-Agent: MINGW64_NT-10.0/2.5.0(0.295/5/3), UPnP/1.1, MiniUPnPc/2.0\r\nContent-Length: 271\r\nContent-Type: text/xml\r\nSOAPAction: ""urn:schemas-upnp-org:service:WANIPConnection:1#GetStatusInfo""\r\nConnection: Close\r\nCache-Control: no-cache\r\nPragma: no-cache\r\n\r\n<?xml version=""1.0""?>\r\n<s:Envelope xmlns:s=""http://schemas.xmlsoap.org/soap/envelope/"" s:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""><s:Body><u:GetStatusInfo xmlns:u=""urn:schemas-upnp-org:service:WANIPConnection:1""></u:GetStatusInfo></s:Body></s:Envelope>\r\n'",0,Normal
192.168.2.1,192.168.2.200,5351,7363,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x02g\'\xdd@\x00@\x06\x8a\x9a\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc3\xc7\xf19\xd8\xe6\xe1\xb2AP\x18\x00|\xedc\x00\x00HTTP/1.1 200 OK\r\nContent-Type: text/xml; charset=""utf-8""\r\nConnection: close\r\nContent-Length: 428\r\nServer: MiWiFi/x UPnP/1.1 MiniUPnPd/2.0\r\nExt:\r\n\r\n<?xml version=""1.0""?>\r\n<s:Envelope xmlns:s=""http://schemas.xmlsoap.org/soap/envelope/"" s:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""><s:Body><u:GetStatusInfoResponse xmlns:u=""urn:schemas-upnp-org:service:WANIPConnection:1""><NewConnectionStatus>Connected</NewConnectionStatus><NewLastConnectionError>ERROR_NONE</NewLastConnectionError><NewUptime>1585037</NewUptime></u:GetStatusInfoResponse></s:Body></s:Envelope>\r\n'",0,Normal
192.168.2.1,192.168.2.200,5351,7363,6,"b"",\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00('\xde@\x00@\x06\x8c\xd8\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc3\xc7\xf1<\x17\xe6\xe1\xb2AP\x11\x00|Zg\x00\x00\x00\x00\x00\x00\x00\x00""",0,Normal
192.168.2.1,192.168.2.200,5351,7364,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(\xa8\xbb@\x00@\x06\x0b\xfb\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc4\x87\xd3\xb6\xbf\xe9G\tqP\x10\x00|\xc6G\x00\x00\x00\x00\x00\x00\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7363,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(U\\@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc3\x14\xe7\xe6\xe1\xb2A\xc7\xf1<\x18P\x10\x04\x00\x864\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7363,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(U]@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc3\x14\xe7\xe6\xe1\xb2A\xc7\xf1<\x18P\x11\x04\x00\x864\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7365,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x004U^@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc5\x14\xe7L\x06\xc4\xef\x00\x00\x00\x00\x80\x02\xfa\xf0\x86@\x00\x00\x02\x04\x05\xb4\x01\x03\x03\x08\x01\x01\x04\x02'",0,Normal
192.168.2.1,192.168.2.200,5351,7363,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(\x00\x00@\x00@\x06\xb4\xb6\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc3\xc7\xf1<\x18\xe6\xe1\xb2BP\x10\x00|Zf\x00\x00\x00\x00\x00\x00\x00\x00'",0,Normal
192.168.2.1,192.168.2.200,5351,7365,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x004\x00\x00@\x00@\x06\xb4\xaa\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc5\x11\xf0\xa2&L\x06\xc4\xf0\x80\x129\x08\xb9%\x00\x00\x02\x04\x05\xb4\x01\x01\x04\x02\x01\x03\x03\x07'",0,Normal
192.168.2.1,192.168.2.200,5351,7364,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x02g\xa8\xbc@\x00@\x06\t\xbb\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc4\x87\xd3\xb6\xbf\xe9G\tqP\x18\x00|W\x04\x00\x00HTTP/1.1 200 OK\r\nContent-Type: text/xml; charset=""utf-8""\r\nConnection: close\r\nContent-Length: 428\r\nServer: MiWiFi/x UPnP/1.1 MiniUPnPd/2.0\r\nExt:\r\n\r\n<?xml version=""1.0""?>\r\n<s:Envelope xmlns:s=""http://schemas.xmlsoap.org/soap/envelope/"" s:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""><s:Body><u:GetStatusInfoResponse xmlns:u=""urn:schemas-upnp-org:service:WANIPConnection:1""><NewConnectionStatus>Connected</NewConnectionStatus><NewLastConnectionError>ERROR_NONE</NewLastConnectionError><NewUptime>1585037</NewUptime></u:GetStatusInfoResponse></s:Body></s:Envelope>\r\n'",0,Normal
192.168.2.1,192.168.2.200,5351,7364,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(\xa8\xbd@\x00@\x06\x0b\xf9\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc4\x87\xd3\xb8\xfe\xe9G\tqP\x11\x00|\xc4\x07\x00\x00\x00\x00\x00\x00\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7364,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(U_@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc4\x14\xe7\xe9G\tq\x87\xd3\xb8\xffP\x10 \x01\x864\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7365,5351,6,"b""\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(U`@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc5\x14\xe7L\x06\xc4\xf0\x11\xf0\xa2'P\x10 \x03\x864\x00\x00""",0,Normal
192.168.2.200,192.168.2.1,7364,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(Ua@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc4\x14\xe7\xe9G\tq\x87\xd3\xb8\xffP\x11 \x01\x864\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7365,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x02\x7fUb@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc5\x14\xe7L\x06\xc4\xf0\x11\xf0\xa2\'P\x18 \x03\x88\x8b\x00\x00POST /ctl/IPConn HTTP/1.1\r\nHost: 192.168.2.1:5351\r\nUser-Agent: MINGW64_NT-10.0/2.5.0(0.295/5/3), UPnP/1.1, MiniUPnPc/2.0\r\nContent-Length: 285\r\nContent-Type: text/xml\r\nSOAPAction: ""urn:schemas-upnp-org:service:WANIPConnection:1#GetExternalIPAddress""\r\nConnection: Close\r\nCache-Control: no-cache\r\nPragma: no-cache\r\n\r\n<?xml version=""1.0""?>\r\n<s:Envelope xmlns:s=""http://schemas.xmlsoap.org/soap/envelope/"" s:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""><s:Body><u:GetExternalIPAddress xmlns:u=""urn:schemas-upnp-org:service:WANIPConnection:1""></u:GetExternalIPAddress></s:Body></s:Envelope>\r\n'",0,Normal
192.168.2.200,192.168.2.1,7366,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x004Uc@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc6\x14\xe7a?W\x9c\x00\x00\x00\x00\x80\x02\xfa\xf0\x86@\x00\x00\x02\x04\x05\xb4\x01\x03\x03\x08\x01\x01\x04\x02'",0,Normal
192.168.2.1,192.168.2.200,5351,7364,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(\x00\x00@\x00@\x06\xb4\xb6\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc4\x87\xd3\xb8\xff\xe9G\trP\x10\x00|\xc4\x06\x00\x00\x00\x00\x00\x00\x00\x00'",0,Normal
192.168.2.1,192.168.2.200,5351,7365,6,"b"",\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(\xbc#@\x00@\x06\xf8\x92\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc5\x11\xf0\xa2'L\x06\xc7GP\x10\x00|0-\x00\x00\x00\x00\x00\x00\x00\x00""",0,Normal
192.168.2.1,192.168.2.200,5351,7366,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x004\x00\x00@\x00@\x06\xb4\xaa\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc6\x01.+Na?W\x9d\x80\x129\x08\x98\xd9\x00\x00\x02\x04\x05\xb4\x01\x01\x04\x02\x01\x03\x03\x07'",0,Normal
192.168.2.200,192.168.2.1,7366,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(Ud@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc6\x14\xe7a?W\x9d\x01.+OP\x10 \x03\x864\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7366,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x02\x7fUe@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc6\x14\xe7a?W\x9d\x01.+OP\x18 \x03\x88\x8b\x00\x00POST /ctl/IPConn HTTP/1.1\r\nHost: 192.168.2.1:5351\r\nUser-Agent: MINGW64_NT-10.0/2.5.0(0.295/5/3), UPnP/1.1, MiniUPnPc/2.0\r\nContent-Length: 285\r\nContent-Type: text/xml\r\nSOAPAction: ""urn:schemas-upnp-org:service:WANIPConnection:1#GetExternalIPAddress""\r\nConnection: Close\r\nCache-Control: no-cache\r\nPragma: no-cache\r\n\r\n<?xml version=""1.0""?>\r\n<s:Envelope xmlns:s=""http://schemas.xmlsoap.org/soap/envelope/"" s:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""><s:Body><u:GetExternalIPAddress xmlns:u=""urn:schemas-upnp-org:service:WANIPConnection:1""></u:GetExternalIPAddress></s:Body></s:Envelope>\r\n'",0,Normal
192.168.2.1,192.168.2.200,5351,7365,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x02 \xbc$@\x00@\x06\xf6\x99\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc5\x11\xf0\xa2\'L\x06\xc7GP\x18\x00|\xbf0\x00\x00HTTP/1.1 200 OK\r\nContent-Type: text/xml; charset=""utf-8""\r\nConnection: close\r\nContent-Length: 357\r\nServer: MiWiFi/x UPnP/1.1 MiniUPnPd/2.0\r\nExt:\r\n\r\n<?xml version=""1.0""?>\r\n<s:Envelope xmlns:s=""http://schemas.xmlsoap.org/soap/envelope/"" s:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""><s:Body><u:GetExternalIPAddressResponse xmlns:u=""urn:schemas-upnp-org:service:WANIPConnection:1""><NewExternalIPAddress>192.168.1.2</NewExternalIPAddress></u:GetExternalIPAddressResponse></s:Body></s:Envelope>\r\n'",0,Normal
192.168.2.200,192.168.2.1,7365,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(Uf@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc5\x14\xe7L\x06\xc7G\x11\xf0\xa4\x1fP\x11 \x01\x864\x00\x00'",0,Normal
192.168.2.1,192.168.2.200,5351,7365,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(\xbc%@\x00@\x06\xf8\x90\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc5\x11\xf0\xa4\x1fL\x06\xc7GP\x11\x00|.4\x00\x00\x00\x00\x00\x00\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7365,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(Ug@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc5\x14\xe7L\x06\xc7H\x11\xf0\xa4 P\x10 \x01\x864\x00\x00'",0,Normal
192.168.2.1,192.168.2.200,5351,7366,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(5K@\x00@\x06\x7fk\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc6\x01.+Oa?Y\xf4P\x10\x00|\x0f\xe1\x00\x00\x00\x00\x00\x00\x00\x00'",0,Normal
192.168.2.1,192.168.2.200,5351,7365,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(\xbc&@\x00@\x06\xf8\x8f\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc5\x11\xf0\xa4 L\x06\xc7HP\x10\x00|.3\x00\x00\x00\x00\x00\x00\x00\x00'",0,Normal
192.168.2.1,192.168.2.200,5351,7366,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x02 5L@\x00@\x06}r\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc6\x01.+Oa?Y\xf4P\x18\x00|\x9e\xe4\x00\x00HTTP/1.1 200 OK\r\nContent-Type: text/xml; charset=""utf-8""\r\nConnection: close\r\nContent-Length: 357\r\nServer: MiWiFi/x UPnP/1.1 MiniUPnPd/2.0\r\nExt:\r\n\r\n<?xml version=""1.0""?>\r\n<s:Envelope xmlns:s=""http://schemas.xmlsoap.org/soap/envelope/"" s:encodingStyle=""http://schemas.xmlsoap.org/soap/encoding/""><s:Body><u:GetExternalIPAddressResponse xmlns:u=""urn:schemas-upnp-org:service:WANIPConnection:1""><NewExternalIPAddress>192.168.1.2</NewExternalIPAddress></u:GetExternalIPAddressResponse></s:Body></s:Envelope>\r\n'",0,Normal
192.168.2.1,192.168.2.200,5351,7366,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(5M@\x00@\x06\x7fi\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc6\x01.-Ga?Y\xf4P\x11\x00|\r\xe8\x00\x00\x00\x00\x00\x00\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7366,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(Uh@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc6\x14\xe7a?Y\xf4\x01.-GP\x11 \x01\x864\x00\x00'",0,Normal
192.168.2.200,192.168.2.1,7366,5351,6,"b'\x88\xc3\x977\r\x02,\xf0]\xd4X\xd3\x08\x00E\x00\x00(Ui@\x00\x80\x06\x00\x00\xc0\xa8\x02\xc8\xc0\xa8\x02\x01\x1c\xc6\x14\xe7a?Y\xf5\x01.-HP\x10 \x01\x864\x00\x00'",0,Normal
192.168.2.1,192.168.2.200,5351,7366,6,"b',\xf0]\xd4X\xd3\x88\xc3\x977\r\x02\x08\x00E\x00\x00(5N@\x00@\x06\x7fh\xc0\xa8\x02\x01\xc0\xa8\x02\xc8\x14\xe7\x1c\xc6\x01.-Ha?Y\xf5P\x10\x00|\r\xe7\x00\x00\x00\x00\x00\x00\x00\x00'",0,Normal
192.168.2.200,103.195.103.66,9993,9993,17,"b""\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00\xa5\xa6~\x00\x00\x80\x11\x00\x00\xc0\xa8\x02\xc8g\xc3gB'\t'\t\x00\x91\x93\x18=\xf3\xf3\xd5\xc0\xe2u\x03w\x8c\xdeq\x90\xe5\xa50\x12I\x00v\xb4N\xd4[C\xceO\x01\x0c\x01\n\x00\x01\x00\x00\x01\x81\xe7\xaet\x84\xe5\xa50\x12I\x00\x08\x86\xe1\xf0<\x0c\xc9E\xb9\x81\xa2DD\xa2\xb1r\xc2\x99\xf6\x99u\xef\x7f\x05\xfa\xf0}\n9q\xf4\x015_+\xef,\xda\xd9a\xaf\xc8\x89CkM\xef\xb4*\xb0\x93Ts\x85\x1e\xb0\x1d*\x11\xc5>\xc8\xef\x82\x00\x04g\xc3gB'\t\x00\x00\x00\x00\x08\xea\xc9\n\x00\x00\x01~\xe9W`\xcd\x8c\x8c""",0,Normal
192.168.2.200,103.195.103.66,26767,9993,17,"b""\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00\xa5\xa6\x7f\x00\x00\x80\x11\x00\x00\xc0\xa8\x02\xc8g\xc3gBh\x8f'\t\x00\x91\x93\x18=\xf3\xf3\xd5\xc0\xe2u\x03w\x8c\xdeq\x90\xe5\xa50\x12I\x00v\xb4N\xd4[C\xceO\x01\x0c\x01\n\x00\x01\x00\x00\x01\x81\xe7\xaet\x84\xe5\xa50\x12I\x00\x08\x86\xe1\xf0<\x0c\xc9E\xb9\x81\xa2DD\xa2\xb1r\xc2\x99\xf6\x99u\xef\x7f\x05\xfa\xf0}\n9q\xf4\x015_+\xef,\xda\xd9a\xaf\xc8\x89CkM\xef\xb4*\xb0\x93Ts\x85\x1e\xb0\x1d*\x11\xc5>\xc8\xef\x82\x00\x04g\xc3gB'\t\x00\x00\x00\x00\x08\xea\xc9\n\x00\x00\x01~\xe9W`\xcd\x8c\x8c""",0,Normal
192.168.2.200,103.195.103.66,42199,9993,17,"b""\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00\xa5\xa6\x80\x00\x00\x80\x11\x00\x00\xc0\xa8\x02\xc8g\xc3gB\xa4\xd7'\t\x00\x91\x93\x18=\xf3\xf3\xd5\xc0\xe2u\x03w\x8c\xdeq\x90\xe5\xa50\x12I\x00v\xb4N\xd4[C\xceO\x01\x0c\x01\n\x00\x01\x00\x00\x01\x81\xe7\xaet\x84\xe5\xa50\x12I\x00\x08\x86\xe1\xf0<\x0c\xc9E\xb9\x81\xa2DD\xa2\xb1r\xc2\x99\xf6\x99u\xef\x7f\x05\xfa\xf0}\n9q\xf4\x015_+\xef,\xda\xd9a\xaf\xc8\x89CkM\xef\xb4*\xb0\x93Ts\x85\x1e\xb0\x1d*\x11\xc5>\xc8\xef\x82\x00\x04g\xc3gB'\t\x00\x00\x00\x00\x08\xea\xc9\n\x00\x00\x01~\xe9W`\xcd\x8c\x8c""",0,Normal
192.168.2.200,84.17.53.155,9993,9993,17,"b""\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00\xa5\r\xbc\x00\x00\x80\x11\x00\x00\xc0\xa8\x02\xc8T\x115\x9b'\t'\t\x00\x91M\xbfj\x0f\x89ib\xfe\x93\xc5\xca\xfe\x04\xeb\xa9\xe5\xa50\x12I\x00sH5a\x87\xa9\x9bs\x01\x0c\x01\n\x00\x01\x00\x00\x01\x81\xe7\xaet\x84\xe5\xa50\x12I\x00\x08\x86\xe1\xf0<\x0c\xc9E\xb9\x81\xa2DD\xa2\xb1r\xc2\x99\xf6\x99u\xef\x7f\x05\xfa\xf0}\n9q\xf4\x015_+\xef,\xda\xd9a\xaf\xc8\x89CkM\xef\xb4*\xb0\x93Ts\x85\x1e\xb0\x1d*\x11\xc5>\xc8\xef\x82\x00\x04T\x115\x9b'\t\x00\x00\x00\x00\x08\xea\xc9\n\x00\x00\x01~\xe9W`\xcd\x8e|""",0,Normal
192.168.2.200,84.17.53.155,26767,9993,17,"b""\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00\xa5\r\xbd\x00\x00\x80\x11\x00\x00\xc0\xa8\x02\xc8T\x115\x9bh\x8f'\t\x00\x91M\xbfj\x0f\x89ib\xfe\x93\xc5\xca\xfe\x04\xeb\xa9\xe5\xa50\x12I\x00sH5a\x87\xa9\x9bs\x01\x0c\x01\n\x00\x01\x00\x00\x01\x81\xe7\xaet\x84\xe5\xa50\x12I\x00\x08\x86\xe1\xf0<\x0c\xc9E\xb9\x81\xa2DD\xa2\xb1r\xc2\x99\xf6\x99u\xef\x7f\x05\xfa\xf0}\n9q\xf4\x015_+\xef,\xda\xd9a\xaf\xc8\x89CkM\xef\xb4*\xb0\x93Ts\x85\x1e\xb0\x1d*\x11\xc5>\xc8\xef\x82\x00\x04T\x115\x9b'\t\x00\x00\x00\x00\x08\xea\xc9\n\x00\x00\x01~\xe9W`\xcd\x8e|""",0,Normal
192.168.2.200,84.17.53.155,42199,9993,17,"b""\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00\xa5\r\xbe\x00\x00\x80\x11\x00\x00\xc0\xa8\x02\xc8T\x115\x9b\xa4\xd7'\t\x00\x91M\xbfj\x0f\x89ib\xfe\x93\xc5\xca\xfe\x04\xeb\xa9\xe5\xa50\x12I\x00sH5a\x87\xa9\x9bs\x01\x0c\x01\n\x00\x01\x00\x00\x01\x81\xe7\xaet\x84\xe5\xa50\x12I\x00\x08\x86\xe1\xf0<\x0c\xc9E\xb9\x81\xa2DD\xa2\xb1r\xc2\x99\xf6\x99u\xef\x7f\x05\xfa\xf0}\n9q\xf4\x015_+\xef,\xda\xd9a\xaf\xc8\x89CkM\xef\xb4*\xb0\x93Ts\x85\x1e\xb0\x1d*\x11\xc5>\xc8\xef\x82\x00\x04T\x115\x9b'\t\x00\x00\x00\x00\x08\xea\xc9\n\x00\x00\x01~\xe9W`\xcd\x8e|""",0,Normal
192.168.2.200,50.7.252.138,9993,9993,17,"b""\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00\xa5\xbe\xd0\x00\x00\x80\x11\x00\x00\xc0\xa8\x02\xc82\x07\xfc\x8a'\t'\t\x00\x91\xf2\xa4&\x08\x8bb\x90\x0b\xbb\xd1b\xf8e\xaeq\xe5\xa50\x12I\x00\xc9{\xe6\xa5~\x7f\xa8\xe9\x01\x0c\x01\n\x00\x01\x00\x00\x01\x81\xe7\xaet\x84\xe5\xa50\x12I\x00\x08\x86\xe1\xf0<\x0c\xc9E\xb9\x81\xa2DD\xa2\xb1r\xc2\x99\xf6\x99u\xef\x7f\x05\xfa\xf0}\n9q\xf4\x015_+\xef,\xda\xd9a\xaf\xc8\x89CkM\xef\xb4*\xb0\x93Ts\x85\x1e\xb0\x1d*\x11\xc5>\xc8\xef\x82\x00\x042\x07\xfc\x8a'\t\x00\x00\x00\x00\x08\xea\xc9\n\x00\x00\x01~\xe9W`\xcd&\x02""",0,Normal
192.168.2.200,50.7.252.138,26767,9993,17,"b""\xfc|\x02H\x16\xf3,\xf0]\xd4X\xd3\x08\x00E\x00\x00\xa5\xbe\xd1\x00\x00\x80\x11\x00\x00\xc0\xa8\x02\xc82\x07\xfc\x8ah\x8f'\t\x00\x91\xf2\xa4&\x08\x8bb\x90\x0b\xbb\xd1b\xf8e\xaeq\xe5\xa50\x12I\x00\xc9{\xe6\xa5~\x7f\xa8\xe9\x01\x0c\x01\n\x00\x01\x00\x00\x01\x81\xe7\xaet\x84\xe5\xa50\x12I\x00\x08\x86\xe1\xf0<\x0c\xc9E\xb9\x81\xa2DD\xa2\xb1r\xc2\x99\xf6\x99u\xef\x7f\x05\xfa\xf0}\n9q\xf4\x015_+\xef,\xda\xd9a\xaf\xc8\x89CkM\xef\xb4*\xb0\x93Ts\x85\x1e\xb0\x1d*\x11\xc5>\xc8\xef\x82\x00\x042\x07\xfc\x8a'\t\x00\x00\x00\x00\x08\xea\xc9\n\x00\x00\x01~\xe9W`\xcd&\x02""",0,Normal
